product_name,city,order_id,customer_id,customer_name,product_id,product_category,payment_type,qty,price,datetime,country,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
Nursery Rocking Chair,Phoenix,7387,1,Alice Johnson,18,Kids Furniture,Wallet,2,119.99,2021-07-27T09:44:03.000-05:00,USA,ChicSpaceFurnishings.com,8254,Y,SUCCESS
Nursery Rocking Chair,Phoenix,7470,1,Alice Johnson,18,Kids Furniture,UPI,2,119.99,2020-07-01T23:59:40.000-05:00,USA,HomeHavenFurniture.com,4413,Y,SUCCESS
Nursery Rocking Chair,Phoenix,7703,1,Alice Johnson,18,Kids Furniture,Card,3,119.99,2021-01-02T03:14:38.000-06:00,USA,HomeHavenFurniture.com,2020,Y,SUCCESS
Nursery Rocking Chair,Phoenix,8318,1,Alice Johnson,18,Kids Furniture,UPI,3,119.99,2021-03-21T21:09:46.000-05:00,USA,CozyCornerDecor.com,2420,Y,SUCCESS
Nursery Rocking Chair,Phoenix,8448,1,Alice Johnson,18,Kids Furniture,Card,4,119.99,2021-03-09T15:18:55.000-06:00,USA,CozyCornerDecor.com,8493,Y,SUCCESS
Nursery Rocking Chair,Phoenix,8841,1,Alice Johnson,18,Kids Furniture,UPI,3,119.99,2020-10-21T04:20:40.000-05:00,USA,StyleNestFurniture.com,4624,Y,SUCCESS
Nursery Rocking Chair,Phoenix,9461,1,Alice Johnson,18,Kids Furniture,Card,5,119.99,2020-06-14T04:03:08.000-05:00,USA,TimelessHomeStyles.com,9210,N,Network Error
Nursery Rocking Chair,Phoenix,9721,1,Alice Johnson,18,Kids Furniture,UPI,5,119.99,2021-10-16T16:35:27.000-05:00,USA,HomeHavenFurniture.com,3835,N,Insufficient Funds
Nursery Rocking Chair,Phoenix,9746,1,Alice Johnson,18,Kids Furniture,UPI,2,119.99,2021-11-02T04:03:46.000-05:00,USA,ChicSpaceFurnishings.com,6844,Y,SUCCESS
Nursery Rocking Chair,Phoenix,9899,1,Alice Johnson,18,Kids Furniture,Card,4,119.99,2020-11-28T06:55:02.000-06:00,USA,TimelessHomeStyles.com,1367,Y,SUCCESS
Nursery Rocking Chair,Phoenix,9929,1,Alice Johnson,18,Kids Furniture,Card,5,119.99,2021-08-09T06:04:03.000-05:00,USA,TimelessHomeStyles.com,4977,N,Network Error
Nursery Rocking Chair,Adelaide,98,12,Liam Walker,18,Kids Furniture,Internet Banking,1,119.99,2021-09-25T14:00:46.000-05:00,Australia,HomeHavenFurniture.com,8628,N,Network Error
Nursery Rocking Chair,Adelaide,452,12,Liam Walker,18,Kids Furniture,Card,1,119.99,2020-05-08T22:55:35.000-05:00,Australia,HomeHavenFurniture.com,1611,Y,SUCCESS
Nursery Rocking Chair,Adelaide,894,12,Liam Walker,18,Kids Furniture,Wallet,4,119.99,2020-07-01T18:55:18.000-05:00,Australia,TimelessHomeStyles.com,9893,N,Insufficient Funds
Nursery Rocking Chair,Adelaide,1651,12,Liam Walker,18,Kids Furniture,Card,4,119.99,2021-08-05T04:23:03.000-05:00,Australia,TimelessHomeStyles.com,8635,Y,SUCCESS
Nursery Rocking Chair,Adelaide,2567,12,Liam Walker,18,Kids Furniture,UPI,5,119.99,2021-07-12T11:25:51.000-05:00,Australia,ChicSpaceFurnishings.com,3085,N,Network Error
Nursery Rocking Chair,Adelaide,2908,12,Liam Walker,18,Kids Furniture,Wallet,1,119.99,2021-04-23T22:53:04.000-05:00,Australia,HomeHavenFurniture.com,4642,Y,SUCCESS
Nursery Rocking Chair,Adelaide,2934,12,Liam Walker,18,Kids Furniture,Wallet,4,119.99,2021-10-09T13:34:38.000-05:00,Australia,TimelessHomeStyles.com,1660,Y,SUCCESS
Nursery Rocking Chair,Adelaide,3142,12,Liam Walker,18,Kids Furniture,UPI,2,119.99,2020-05-19T13:10:30.000-05:00,Australia,ChicSpaceFurnishings.com,4104,Y,SUCCESS
Nursery Rocking Chair,Adelaide,3211,12,Liam Walker,18,Kids Furniture,Internet Banking,2,119.99,2020-02-25T05:09:40.000-06:00,Australia,StyleNestFurniture.com,1640,Y,SUCCESS
Nursery Rocking Chair,Adelaide,3816,12,Liam Walker,18,Kids Furniture,UPI,2,119.99,2021-05-11T14:37:34.000-05:00,Australia,ChicSpaceFurnishings.com,2880,N,Network Error
Nursery Rocking Chair,Adelaide,4082,12,Liam Walker,18,Kids Furniture,Wallet,2,119.99,2021-02-02T04:35:47.000-06:00,Australia,TimelessHomeStyles.com,1216,N,Insufficient Funds
Nursery Rocking Chair,Adelaide,4244,12,Liam Walker,18,Kids Furniture,Card,1,119.99,2021-09-17T09:56:16.000-05:00,Australia,TimelessHomeStyles.com,5361,N,Network Error
Nursery Rocking Chair,Adelaide,4344,12,Liam Walker,18,Kids Furniture,Wallet,4,119.99,2021-02-08T18:13:28.000-06:00,Australia,TimelessHomeStyles.com,9953,N,Network Error
Nursery Rocking Chair,Adelaide,5155,12,Liam Walker,18,Kids Furniture,UPI,1,119.99,2020-11-16T22:41:09.000-06:00,Australia,StyleNestFurniture.com,9387,Y,SUCCESS
Nursery Rocking Chair,Adelaide,7125,12,Liam Walker,18,Kids Furniture,UPI,2,119.99,2021-11-27T15:02:18.000-06:00,Australia,StyleNestFurniture.com,3659,Y,SUCCESS
Nursery Rocking Chair,Adelaide,7153,12,Liam Walker,18,Kids Furniture,UPI,3,119.99,2020-01-12T03:17:18.000-06:00,Australia,ChicSpaceFurnishings.com,1692,Y,SUCCESS
Nursery Rocking Chair,Adelaide,7229,12,Liam Walker,18,Kids Furniture,Internet Banking,1,119.99,2021-08-16T14:54:34.000-05:00,Australia,CozyCornerDecor.com,6385,Y,SUCCESS
Nursery Rocking Chair,Adelaide,7333,12,Liam Walker,18,Kids Furniture,UPI,1,119.99,2020-12-18T08:16:46.000-06:00,Australia,CozyCornerDecor.com,1640,N,Network Error
Nursery Rocking Chair,Adelaide,7455,12,Liam Walker,18,Kids Furniture,Internet Banking,1,119.99,2021-09-24T15:59:28.000-05:00,Australia,HomeHavenFurniture.com,2716,N,Insufficient Funds
Nursery Rocking Chair,Adelaide,7746,12,Liam Walker,18,Kids Furniture,UPI,2,119.99,2021-09-21T09:44:47.000-05:00,Australia,StyleNestFurniture.com,8241,N,Insufficient Funds
Nursery Rocking Chair,Adelaide,8509,12,Liam Walker,18,Kids Furniture,Card,3,119.99,2021-01-09T19:13:25.000-06:00,Australia,ChicSpaceFurnishings.com,8356,Y,SUCCESS
Nursery Rocking Chair,Adelaide,9068,12,Liam Walker,18,Kids Furniture,Card,5,119.99,2021-11-02T02:55:51.000-05:00,Australia,CozyCornerDecor.com,5727,Y,SUCCESS
Nursery Rocking Chair,Adelaide,9447,12,Liam Walker,18,Kids Furniture,Internet Banking,5,119.99,2020-11-17T20:30:36.000-06:00,Australia,TimelessHomeStyles.com,4315,N,Insufficient Funds
Nursery Rocking Chair,Adelaide,11063,12,Liam Walker,18,Kids Furniture,Internet Banking,1,119.99,2021-06-19T20:19:13.000-05:00,Australia,HomeHavenFurniture.com,8241,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,140,7,Grace Thompson,18,Kids Furniture,UPI,1,119.99,2021-09-29T14:57:21.000-05:00,Germany,TimelessHomeStyles.com,3994,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,442,7,Grace Thompson,18,Kids Furniture,Internet Banking,1,119.99,2021-07-10T21:41:07.000-05:00,Germany,CozyCornerDecor.com,2052,N,Network Error
Nursery Rocking Chair,Frankfurt,599,11,Karen Young,18,Kids Furniture,Internet Banking,1,119.99,2021-08-01T10:03:30.000-05:00,Germany,CozyCornerDecor.com,3891,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,607,11,Karen Young,18,Kids Furniture,UPI,1,119.99,2020-10-16T11:45:47.000-05:00,Germany,StyleNestFurniture.com,7277,N,Network Error
Nursery Rocking Chair,Frankfurt,666,7,Grace Thompson,18,Kids Furniture,Card,4,119.99,2021-02-05T20:01:01.000-06:00,Germany,HomeHavenFurniture.com,4382,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,907,11,Karen Young,18,Kids Furniture,UPI,5,119.99,2020-12-29T01:53:30.000-06:00,Germany,HomeHavenFurniture.com,6815,N,Network Error
Nursery Rocking Chair,Frankfurt,1242,11,Karen Young,18,Kids Furniture,Card,4,119.99,2021-03-03T16:36:46.000-06:00,Germany,CozyCornerDecor.com,7473,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,1327,7,Grace Thompson,18,Kids Furniture,Internet Banking,2,119.99,2020-02-16T17:38:05.000-06:00,Germany,TimelessHomeStyles.com,9497,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,1444,7,Grace Thompson,18,Kids Furniture,Internet Banking,4,119.99,2021-12-04T10:33:08.000-06:00,Germany,TimelessHomeStyles.com,4574,N,Network Error
Nursery Rocking Chair,Frankfurt,1678,7,Grace Thompson,18,Kids Furniture,Internet Banking,2,119.99,2020-09-05T02:28:33.000-05:00,Germany,CozyCornerDecor.com,2634,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,1763,7,Grace Thompson,18,Kids Furniture,Wallet,1,119.99,2021-03-13T23:36:32.000-06:00,Germany,CozyCornerDecor.com,2937,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,1904,7,Grace Thompson,18,Kids Furniture,UPI,1,119.99,2021-10-14T17:26:47.000-05:00,Germany,CozyCornerDecor.com,2007,N,Network Error
Nursery Rocking Chair,Frankfurt,2007,11,Karen Young,18,Kids Furniture,Card,4,119.99,2021-10-29T20:12:19.000-05:00,Germany,TimelessHomeStyles.com,6354,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,2421,11,Karen Young,18,Kids Furniture,Card,2,119.99,2021-04-15T09:01:57.000-05:00,Germany,StyleNestFurniture.com,8817,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,3407,7,Grace Thompson,18,Kids Furniture,Internet Banking,4,119.99,2021-04-23T16:53:40.000-05:00,Germany,ChicSpaceFurnishings.com,1956,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,3609,7,Grace Thompson,18,Kids Furniture,Internet Banking,1,119.99,2021-07-07T23:31:16.000-05:00,Germany,StyleNestFurniture.com,5346,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,3749,11,Karen Young,18,Kids Furniture,Internet Banking,5,119.99,2021-12-17T20:45:20.000-06:00,Germany,TimelessHomeStyles.com,6119,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,3785,11,Karen Young,18,Kids Furniture,Wallet,3,119.99,2020-11-19T07:28:31.000-06:00,Germany,StyleNestFurniture.com,1549,N,Network Error
Nursery Rocking Chair,Frankfurt,4039,11,Karen Young,18,Kids Furniture,UPI,1,119.99,2020-05-04T20:15:23.000-05:00,Germany,StyleNestFurniture.com,8435,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,4076,11,Karen Young,18,Kids Furniture,UPI,3,119.99,2021-07-04T08:55:44.000-05:00,Germany,HomeHavenFurniture.com,7236,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,4185,11,Karen Young,18,Kids Furniture,Card,4,119.99,2020-10-26T03:30:48.000-05:00,Germany,ChicSpaceFurnishings.com,2169,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,4204,11,Karen Young,18,Kids Furniture,Internet Banking,1,119.99,2021-10-22T21:09:40.000-05:00,Germany,ChicSpaceFurnishings.com,6716,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,4307,11,Karen Young,18,Kids Furniture,Wallet,1,119.99,2020-05-10T09:09:39.000-05:00,Germany,ChicSpaceFurnishings.com,3509,N,Network Error
Nursery Rocking Chair,Frankfurt,4403,11,Karen Young,18,Kids Furniture,Wallet,3,119.99,2021-08-03T03:41:10.000-05:00,Germany,CozyCornerDecor.com,3596,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,4589,7,Grace Thompson,18,Kids Furniture,Internet Banking,3,119.99,2020-09-25T02:37:23.000-05:00,Germany,TimelessHomeStyles.com,4718,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,4727,11,Karen Young,18,Kids Furniture,Internet Banking,3,119.99,2021-04-25T03:43:51.000-05:00,Germany,ChicSpaceFurnishings.com,3961,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,4754,7,Grace Thompson,18,Kids Furniture,Internet Banking,5,119.99,2021-12-30T00:34:22.000-06:00,Germany,CozyCornerDecor.com,2784,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,4812,11,Karen Young,18,Kids Furniture,Card,3,119.99,2021-01-23T00:42:24.000-06:00,Germany,StyleNestFurniture.com,6248,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,4976,11,Karen Young,18,Kids Furniture,UPI,2,119.99,2020-09-13T12:17:11.000-05:00,Germany,HomeHavenFurniture.com,8794,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,4996,7,Grace Thompson,18,Kids Furniture,Card,2,119.99,2020-03-31T23:42:16.000-05:00,Germany,HomeHavenFurniture.com,9601,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,5063,11,Karen Young,18,Kids Furniture,Internet Banking,2,119.99,2021-09-07T14:10:24.000-05:00,Germany,StyleNestFurniture.com,9822,N,Network Error
Nursery Rocking Chair,Frankfurt,5139,7,Grace Thompson,18,Kids Furniture,Internet Banking,4,119.99,2021-05-06T07:02:24.000-05:00,Germany,CozyCornerDecor.com,1453,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,5181,11,Karen Young,18,Kids Furniture,Card,4,119.99,2021-06-19T05:30:52.000-05:00,Germany,CozyCornerDecor.com,1218,N,Network Error
Nursery Rocking Chair,Frankfurt,5326,7,Grace Thompson,18,Kids Furniture,Card,1,119.99,2020-09-02T18:45:04.000-05:00,Germany,CozyCornerDecor.com,4738,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,5379,7,Grace Thompson,18,Kids Furniture,Card,5,119.99,2021-01-01T15:50:39.000-06:00,Germany,CozyCornerDecor.com,4143,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,5540,7,Grace Thompson,18,Kids Furniture,Internet Banking,2,119.99,2020-10-01T12:16:52.000-05:00,Germany,HomeHavenFurniture.com,9334,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,5574,11,Karen Young,18,Kids Furniture,Internet Banking,2,119.99,2021-02-27T01:12:49.000-06:00,Germany,HomeHavenFurniture.com,2961,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,5666,11,Karen Young,18,Kids Furniture,Card,4,119.99,2020-03-05T21:22:49.000-06:00,Germany,CozyCornerDecor.com,4305,N,Network Error
Nursery Rocking Chair,Frankfurt,6758,7,Grace Thompson,18,Kids Furniture,Wallet,5,119.99,2020-01-19T03:25:31.000-06:00,Germany,StyleNestFurniture.com,6067,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,6775,7,Grace Thompson,18,Kids Furniture,Card,1,119.99,2020-01-05T15:32:25.000-06:00,Germany,CozyCornerDecor.com,3595,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,7029,11,Karen Young,18,Kids Furniture,UPI,2,119.99,2021-05-30T13:33:56.000-05:00,Germany,TimelessHomeStyles.com,1747,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,7635,7,Grace Thompson,18,Kids Furniture,UPI,1,119.99,2021-07-05T19:34:22.000-05:00,Germany,ChicSpaceFurnishings.com,4537,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,7800,11,Karen Young,18,Kids Furniture,Card,3,119.99,2020-08-28T03:56:08.000-05:00,Germany,StyleNestFurniture.com,7316,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,8114,11,Karen Young,18,Kids Furniture,Wallet,3,119.99,2021-11-27T01:08:27.000-06:00,Germany,HomeHavenFurniture.com,2537,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,8121,11,Karen Young,18,Kids Furniture,Internet Banking,5,119.99,2020-04-09T20:31:16.000-05:00,Germany,CozyCornerDecor.com,9571,N,Network Error
Nursery Rocking Chair,Frankfurt,8141,11,Karen Young,18,Kids Furniture,UPI,1,119.99,2021-05-21T08:02:10.000-05:00,Germany,HomeHavenFurniture.com,3061,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,8805,11,Karen Young,18,Kids Furniture,Internet Banking,2,119.99,2020-04-15T18:01:51.000-05:00,Germany,ChicSpaceFurnishings.com,5630,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,8982,7,Grace Thompson,18,Kids Furniture,Wallet,2,119.99,2021-04-09T14:58:27.000-05:00,Germany,StyleNestFurniture.com,2804,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,8986,7,Grace Thompson,18,Kids Furniture,Wallet,4,119.99,2020-01-02T06:12:28.000-06:00,Germany,HomeHavenFurniture.com,4765,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,9021,7,Grace Thompson,18,Kids Furniture,Wallet,4,119.99,2020-11-26T21:38:41.000-06:00,Germany,CozyCornerDecor.com,4770,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,9163,7,Grace Thompson,18,Kids Furniture,Card,5,119.99,2020-04-16T17:17:54.000-05:00,Germany,ChicSpaceFurnishings.com,9990,N,Insufficient Funds
Nursery Rocking Chair,Frankfurt,9369,11,Karen Young,18,Kids Furniture,UPI,3,119.99,2020-08-06T09:36:47.000-05:00,Germany,StyleNestFurniture.com,7491,N,Network Error
Nursery Rocking Chair,Frankfurt,9456,7,Grace Thompson,18,Kids Furniture,Wallet,2,119.99,2021-06-28T10:19:35.000-05:00,Germany,TimelessHomeStyles.com,4691,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,9542,11,Karen Young,18,Kids Furniture,Wallet,1,119.99,2020-05-27T00:24:00.000-05:00,Germany,ChicSpaceFurnishings.com,1756,Y,SUCCESS
Nursery Rocking Chair,Frankfurt,9736,7,Grace Thompson,18,Kids Furniture,Internet Banking,2,119.99,2021-03-23T20:38:29.000-05:00,Germany,HomeHavenFurniture.com,7776,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,93,2,Bob Smith,18,Kids Furniture,Internet Banking,15,119.99,2021-05-16T12:34:12.000-05:00,USA,TimelessHomeStyles.com,8053,N,Network Error
Nursery Rocking Chair,Los Angeles,959,2,Bob Smith,18,Kids Furniture,Internet Banking,10,119.99,2020-09-23T15:49:07.000-05:00,USA,CozyCornerDecor.com,7218,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,1026,2,Bob Smith,18,Kids Furniture,Card,12,119.99,2021-08-23T01:12:16.000-05:00,USA,TimelessHomeStyles.com,8879,N,Insufficient Funds
Nursery Rocking Chair,Los Angeles,1062,2,Bob Smith,18,Kids Furniture,UPI,16,119.99,2020-05-30T17:36:16.000-05:00,USA,StyleNestFurniture.com,7829,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,1333,2,Bob Smith,18,Kids Furniture,Internet Banking,30,119.99,2021-11-13T22:42:22.000-06:00,USA,HomeHavenFurniture.com,4063,N,Network Error
Nursery Rocking Chair,Los Angeles,1966,2,Bob Smith,18,Kids Furniture,UPI,6,119.99,2020-02-21T21:12:06.000-06:00,USA,StyleNestFurniture.com,5309,N,Network Error
Nursery Rocking Chair,Los Angeles,2233,2,Bob Smith,18,Kids Furniture,UPI,20,119.99,2021-11-24T18:20:34.000-06:00,USA,CozyCornerDecor.com,1517,N,Insufficient Funds
Nursery Rocking Chair,Los Angeles,2235,2,Bob Smith,18,Kids Furniture,Wallet,12,119.99,2020-10-15T22:29:10.000-05:00,USA,StyleNestFurniture.com,7590,N,Network Error
Nursery Rocking Chair,Los Angeles,2356,2,Bob Smith,18,Kids Furniture,Card,28,119.99,2021-11-09T15:40:01.000-06:00,USA,CozyCornerDecor.com,8437,N,Insufficient Funds
Nursery Rocking Chair,Los Angeles,2635,2,Bob Smith,18,Kids Furniture,Card,35,119.99,2021-03-06T02:48:59.000-06:00,USA,HomeHavenFurniture.com,1214,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,2810,2,Bob Smith,18,Kids Furniture,Card,14,119.99,2021-01-27T07:43:36.000-06:00,USA,CozyCornerDecor.com,1825,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,5014,2,Bob Smith,18,Kids Furniture,Internet Banking,14,119.99,2021-06-05T08:31:40.000-05:00,USA,TimelessHomeStyles.com,7337,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,5933,2,Bob Smith,18,Kids Furniture,Wallet,5,119.99,2020-05-20T07:41:15.000-05:00,USA,HomeHavenFurniture.com,3011,Y,SUCCESS
Nursery Rocking Chair,Los Angeles,6868,2,Bob Smith,18,Kids Furniture,Internet Banking,10,119.99,2021-06-15T06:38:36.000-05:00,USA,StyleNestFurniture.com,6320,N,Insufficient Funds
Nursery Rocking Chair,Los Angeles,7965,2,Bob Smith,18,Kids Furniture,Card,24,119.99,2020-02-17T06:16:01.000-06:00,USA,CozyCornerDecor.com,9577,N,Insufficient Funds
Nursery Rocking Chair,Los Angeles,8154,2,Bob Smith,18,Kids Furniture,Card,12,119.99,2021-01-06T00:35:41.000-06:00,USA,HomeHavenFurniture.com,1395,N,Insufficient Funds
Nursery Rocking Chair,Los Angeles,8449,2,Bob Smith,18,Kids Furniture,Wallet,10,119.99,2021-02-28T01:20:15.000-06:00,USA,StyleNestFurniture.com,6689,N,Network Error
Nursery Rocking Chair,Los Angeles,8777,2,Bob Smith,18,Kids Furniture,Card,30,119.99,2020-10-20T13:39:40.000-05:00,USA,TimelessHomeStyles.com,4326,Y,SUCCESS
Nursery Rocking Chair,Berlin,475,13,Mona Hall,18,Kids Furniture,Internet Banking,16,119.99,2021-09-25T11:27:12.000-05:00,Germany,ChicSpaceFurnishings.com,1571,N,Insufficient Funds
Nursery Rocking Chair,Berlin,554,13,Mona Hall,18,Kids Furniture,Wallet,20,119.99,2020-01-15T14:13:16.000-06:00,Germany,StyleNestFurniture.com,5940,N,Network Error
Nursery Rocking Chair,Berlin,1381,13,Mona Hall,18,Kids Furniture,Internet Banking,8,119.99,2021-06-18T13:37:00.000-05:00,Germany,TimelessHomeStyles.com,8554,Y,SUCCESS
Nursery Rocking Chair,Berlin,2761,13,Mona Hall,18,Kids Furniture,Card,6,119.99,2021-03-01T02:34:51.000-06:00,Germany,ChicSpaceFurnishings.com,2944,Y,SUCCESS
Nursery Rocking Chair,Berlin,4380,13,Mona Hall,18,Kids Furniture,UPI,15,119.99,2021-05-17T08:53:35.000-05:00,Germany,ChicSpaceFurnishings.com,3923,Y,SUCCESS
Nursery Rocking Chair,Berlin,4499,13,Mona Hall,18,Kids Furniture,Card,15,119.99,2020-12-29T15:27:58.000-06:00,Germany,TimelessHomeStyles.com,4290,N,Insufficient Funds
Nursery Rocking Chair,Berlin,4655,13,Mona Hall,18,Kids Furniture,Internet Banking,35,119.99,2021-08-31T12:31:55.000-05:00,Germany,ChicSpaceFurnishings.com,5156,Y,SUCCESS
Nursery Rocking Chair,Berlin,4920,13,Mona Hall,18,Kids Furniture,Wallet,25,119.99,2021-09-03T21:14:37.000-05:00,Germany,CozyCornerDecor.com,9534,Y,SUCCESS
Nursery Rocking Chair,Berlin,6028,13,Mona Hall,18,Kids Furniture,Internet Banking,18,119.99,2020-02-23T06:14:46.000-06:00,Germany,HomeHavenFurniture.com,9061,N,Network Error
Nursery Rocking Chair,Berlin,6106,13,Mona Hall,18,Kids Furniture,Internet Banking,25,119.99,2021-10-18T20:10:16.000-05:00,Germany,HomeHavenFurniture.com,6454,N,Insufficient Funds
Nursery Rocking Chair,Berlin,6144,13,Mona Hall,18,Kids Furniture,Card,16,119.99,2020-06-14T13:15:32.000-05:00,Germany,CozyCornerDecor.com,5985,Y,SUCCESS
Nursery Rocking Chair,Berlin,6403,13,Mona Hall,18,Kids Furniture,Card,16,119.99,2020-12-13T05:29:32.000-06:00,Germany,ChicSpaceFurnishings.com,2688,N,Insufficient Funds
Nursery Rocking Chair,Berlin,6486,13,Mona Hall,18,Kids Furniture,UPI,20,119.99,2020-12-03T21:40:56.000-06:00,Germany,CozyCornerDecor.com,1099,N,Insufficient Funds
Nursery Rocking Chair,Berlin,6566,13,Mona Hall,18,Kids Furniture,Card,16,119.99,2021-01-18T08:57:38.000-06:00,Germany,HomeHavenFurniture.com,2496,Y,SUCCESS
Nursery Rocking Chair,Berlin,6847,13,Mona Hall,18,Kids Furniture,UPI,8,119.99,2020-01-29T09:06:22.000-06:00,Germany,HomeHavenFurniture.com,5757,N,Network Error
Nursery Rocking Chair,Berlin,7264,13,Mona Hall,18,Kids Furniture,Wallet,6,119.99,2021-12-25T14:00:40.000-06:00,Germany,CozyCornerDecor.com,6305,N,Network Error
Nursery Rocking Chair,Berlin,7266,13,Mona Hall,18,Kids Furniture,Internet Banking,8,119.99,2020-04-01T06:53:48.000-05:00,Germany,CozyCornerDecor.com,5785,Y,SUCCESS
Nursery Rocking Chair,Berlin,7290,13,Mona Hall,18,Kids Furniture,Wallet,20,119.99,2020-08-20T00:14:34.000-05:00,Germany,StyleNestFurniture.com,9326,Y,SUCCESS
Nursery Rocking Chair,Berlin,8200,13,Mona Hall,18,Kids Furniture,Card,24,119.99,2020-06-01T10:16:14.000-05:00,Germany,TimelessHomeStyles.com,1173,Y,SUCCESS
Nursery Rocking Chair,Berlin,8283,13,Mona Hall,18,Kids Furniture,Card,35,119.99,2020-10-18T18:31:32.000-05:00,Germany,TimelessHomeStyles.com,1031,N,Insufficient Funds
